Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age_of_car,Avg_kms_per_yr
4207,Mahindra XUV500 W8 2WD,Mumbai,2015,83000,Diesel,Manual,First,16.0,2179,140.0,7.0,9.0,9,41.19106699751861
4208,Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,Petrol,Manual,First,16.0,1598,103.0,5.0,7.7,8,16.36904761904762
4209,Honda City i VTEC V,Coimbatore,2017,27279,Petrol,Manual,First,17.0,1497,117.0,5.0,9.47,7,13.524541398116014
4210,Audi Q5 2.0 TDI Premium Plus,Bangalore,2014,53900,Diesel,Automatic,First,14.0,1968,174.0,5.0,29.0,10,26.76266137040715
4211,Honda City 1.5 V AT Exclusive,Kochi,2012,63998,Petrol,Automatic,First,17.0,1497,118.0,5.0,5.42,12,31.808151093439363
4212,Maruti Swift VXI BSIV,Coimbatore,2016,57932,Petrol,Manual,First,20.0,1197,81.0,5.0,6.39,8,28.73611111111111
4213,Maruti Alto 800 LXI,Jaipur,2015,25000,Petrol,Manual,First,22.0,796,47.0,5.0,2.75,9,12.40694789081886
4214,Ford Figo Diesel Titanium,Chennai,2011,169000,Diesel,Manual,First,20.0,1399,68.0,5.0,2.5,13,84.03779214321233
4215,Hyundai Santro Xing GL Plus,Delhi,2012,53000,Petrol,Manual,First,17.0,1086,62.0,5.0,2.35,12,26.341948310139166
4216,Maruti Wagon R VXI,Coimbatore,2015,43053,Petrol,Manual,First,18.0,998,67.0,5.0,4.65,9,21.366253101736973
4217,Honda City i DTEC SV,Ahmedabad,2014,75000,Diesel,Manual,First,26.0,1498,98.0,5.0,6.0,10,37.23932472691162
4218,Honda City V MT AVN,Pune,2012,89000,Petrol,Manual,Second,16.0,1497,116.0,5.0,3.5,12,44.23459244532803
4219,Honda City i DTEC VX,Hyderabad,2014,75578,Diesel,Manual,First,25.0,1498,98.0,5.0,7.0,10,37.526315789473685
4220,Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,Petrol,Manual,First,17.0,1591,121.0,5.0,7.75,10,23.175769612711022
4221,Maruti Alto K10 LXI,Kochi,2014,51349,Petrol,Manual,First,24.0,998,67.0,5.0,2.93,10,25.496027805362463
4222,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Kolkata,2014,34233,Diesel,Automatic,First,14.0,2143,203.0,5.0,22.5,10,16.99751737835154
4223,BMW X6 xDrive30d,Coimbatore,2014,39626,Diesel,Automatic,First,11.0,2993,241.0,4.0,40.66,10,19.67527308838133
4224,Maruti Wagon R LXI BSIII,Pune,2008,82500,Petrol,Manual,First,14.0,1061,64.0,5.0,1.75,16,41.08565737051793
4225,Renault Duster RXZ AWD,Hyderabad,2015,63000,Diesel,Manual,Second,19.0,1461,108.0,5.0,8.2,9,31.265508684863523
4226,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Delhi,2011,77001,Diesel,Manual,First,12.0,2179,120.0,8.0,4.49,13,38.28990551964197
4227,Ford Endeavour 3.2 Trend AT 4X4,Chennai,2016,43000,Diesel,Automatic,First,10.0,3198,197.0,7.0,26.5,8,21.32936507936508
4228,Maruti Zen Estilo LXI BS IV,Hyderabad,2011,61111,Petrol,Manual,First,19.0,998,67.0,5.0,2.6,13,30.38836399801094
4230,Hyundai i10 Asta,Kolkata,2011,43000,Petrol,Manual,First,20.0,1197,78.0,5.0,2.49,13,21.38239681750373
4231,Honda Brio VX AT,Hyderabad,2013,47000,Petrol,Automatic,First,16.0,1198,86.0,5.0,5.4,11,23.34823646299056
4232,Maruti Wagon R AMT VXI,Jaipur,2017,34000,Petrol,Automatic,First,20.0,998,67.0,5.0,4.35,7,16.856717897868123
4233,Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,Diesel,Automatic,First,18.0,1968,147.0,5.0,32.73,6,10.93161546085233
4234,Mercedes-Benz M-Class ML 350 4Matic,Chennai,2012,63000,Diesel,Automatic,First,0.0,2987,165.0,5.0,26.0,12,31.312127236580515
4235,Maruti Wagon R LXI,Jaipur,2011,80000,Petrol,Manual,First,18.0,998,67.0,5.0,2.5,13,39.781203381402285
4236,Audi A4 35 TDI Premium Plus,Kochi,2015,13506,Diesel,Automatic,First,18.0,1968,187.0,5.0,21.66,9,6.70272952853598
4237,Renault KWID RXT Optional,Mumbai,2016,16000,Petrol,Manual,First,25.0,799,53.0,5.0,2.99,8,7.936507936507937
4238,Maruti Alto 800 2016-2019 VXI,Kolkata,2016,31006,Petrol,Manual,First,24.0,796,47.0,5.0,2.61,8,15.379960317460318
4239,Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,91200,Diesel,Manual,First,12.0,2494,100.0,8.0,8.25,11,45.30551415797317
4240,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2015,43000,Petrol,Automatic,First,14.0,1794,138.0,5.0,12.5,9,21.33995037220844
4241,Ford Figo 2015-2019 1.5D Titanium Plus MT,Hyderabad,2015,45000,Diesel,Manual,First,25.0,1498,99.0,5.0,5.5,9,22.332506203473944
4242,Honda Brio S MT,Coimbatore,2014,28637,Petrol,Manual,First,19.0,1198,86.0,5.0,5.53,10,14.21896722939424
4243,Ford Ikon 1.6 ZXI NXt,Pune,2004,69870,Petrol,Manual,Second,14.0,1597,92.0,5.0,1.1,20,34.865269461077844
4244,Mahindra Scorpio 2009-2014 LX 2WD 7S,Mumbai,2014,84000,Diesel,Manual,First,12.0,2179,120.0,7.0,6.85,10,41.70804369414101
4245,Mercedes-Benz S-Class 320 L,Coimbatore,2007,84143,Petrol,Manual,First,13.0,2987,210.0,5.0,17.09,17,41.92476332835077
4246,Mahindra Scorpio SLE BSIV,Delhi,2012,77000,Diesel,Manual,Second,12.0,2179,120.0,8.0,4.93,12,38.27037773359841
4247,Land Rover Freelander 2 SE,Ahmedabad,2012,75000,Diesel,Automatic,Second,12.0,2179,147.0,5.0,17.5,12,37.27634194831014
4248,Chevrolet Beat LS,Delhi,2011,76155,Petrol,Manual,First,18.0,1199,79.0,5.0,1.95,13,37.86921929388364
4249,Maruti Swift ZDi,Bangalore,2014,98000,Diesel,Manual,First,22.0,1248,74.0,5.0,6.1,10,48.65938430983118
4250,Toyota Corolla H2,Mumbai,2008,48233,Petrol,Manual,Second,13.0,1794,125.0,5.0,1.8,16,24.02041832669323
4251,Audi Q5 3.0 TDI Quattro,Bangalore,2015,63000,Diesel,Automatic,First,13.0,2967,241.0,5.0,34.5,9,31.265508684863523
4252,Hyundai EON Era Plus,Coimbatore,2015,34063,Petrol,Manual,First,21.0,814,55.0,5.0,4.01,9,16.90471464019851
4253,Honda Amaze S Petrol,Kolkata,2013,32576,Petrol,Manual,First,19.0,1199,88.0,5.0,3.15,11,16.18281172379533
4254,Ford Figo Aspire 1.5 Ti-VCT Titanium,Mumbai,2015,28843,Petrol,Automatic,First,17.0,1499,110.0,5.0,5.49,9,14.314143920595534
4255,Renault Duster 110PS Diesel RxL AMT,Bangalore,2016,26000,Diesel,Automatic,Second,19.0,1461,108.0,5.0,10.0,8,12.896825396825397
4256,Honda City V AT,Kolkata,2013,39000,Petrol,Automatic,First,15.0,1497,116.0,5.0,4.55,11,19.374068554396423
4257,Maruti Alto LXi,Mumbai,2010,66000,Petrol,Manual,First,19.0,796,46.0,5.0,1.5,14,32.83582089552239
4258,Hyundai i10 Magna 1.2,Kolkata,2011,38002,Petrol,Manual,First,20.0,1197,78.0,5.0,2.15,13,18.897066136250622
4259,Chevrolet Spark 1.0 LS,Chennai,2010,49000,Petrol,Manual,Second,18.0,995,62.0,5.0,1.4,14,24.378109452736318
4260,Skoda Rapid 1.5 TDI Ambition Plus,Bangalore,2014,52000,Diesel,Manual,First,21.0,1498,103.0,5.0,6.2,10,25.819265143992055
4261,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2013,56500,Diesel,Automatic,First,17.0,1968,174.0,5.0,19.8,11,28.0675608544461
4262,Honda Jazz 1.2 V i VTEC,Mumbai,2015,20568,Petrol,Manual,First,18.0,1199,88.0,5.0,5.6,9,10.207444168734492
4263,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2015,26000,Petrol,Manual,First,15.0,1591,121.0,5.0,9.5,9,12.903225806451612
4264,Chevrolet Beat LS,Delhi,2012,56000,Petrol,Manual,First,18.0,1199,79.0,5.0,2.21,12,27.83300198807157
4265,Datsun redi-GO T Option,Coimbatore,2017,27509,Petrol,Manual,First,22.0,799,53.0,5.0,3.31,7,13.638572136836887
4266,Hyundai Xcent 1.2 Kappa S Option,Kochi,2016,36216,Petrol,Manual,First,19.0,1197,81.0,5.0,5.44,8,17.964285714285715
4267,Mercedes-Benz E-Class 230 E AT,Kolkata,2009,28888,Petrol,Automatic,First,10.0,2496,157.0,5.0,7.56,15,14.37929318068691
4268,Maruti Swift ZDi,Jaipur,2011,120000,Diesel,Manual,Second,22.0,1248,74.0,5.0,3.2,13,59.67180507210343
4269,Maruti Celerio ZXI,Kochi,2018,31396,Petrol,Manual,First,23.0,998,67.0,5.0,5.53,6,15.557978196233895
4270,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2015,79000,Diesel,Automatic,First,19.0,1968,141.0,5.0,17.0,9,39.20595533498759
4271,Honda City 1.5 V AT,Delhi,2010,62000,Petrol,Automatic,First,16.0,1497,118.0,5.0,3.55,14,30.845771144278608
4272,Honda Accord V6 AT,Chennai,2006,120000,Petrol,Automatic,Second,9.0,2997,218.0,5.0,2.65,18,59.82053838484546
4273,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.0,1798,177.0,5.0,17.85,8,26.28968253968254
4274,Toyota Innova 2.5 G (Diesel) 8 Seater,Coimbatore,2010,124313,Diesel,Manual,First,12.0,2494,100.0,8.0,7.96,14,61.84726368159204
4275,Maruti Celerio VXI AT,Pune,2015,26725,Petrol,Automatic,First,23.0,998,67.0,5.0,4.25,9,13.26302729528536
4276,Maruti Ertiga VDI,Kolkata,2014,45617,Diesel,Manual,First,20.0,1248,88.0,7.0,5.85,10,22.64995034756703
4277,Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,Diesel,Automatic,First,20.0,2143,107.0,5.0,13.0,11,18.38052657724789
4278,Mahindra Xylo E2,Kochi,2010,109147,Diesel,Manual,First,14.0,2498,112.0,8.0,2.65,14,54.30199004975125
4279,Honda Amaze E i-Dtech,Ahmedabad,2014,59000,Diesel,Manual,First,25.0,1498,98.0,5.0,4.75,10,29.29493545183714
4280,Renault KWID RXT,Pune,2015,28000,Petrol,Manual,First,25.0,799,53.0,5.0,2.65,9,13.895781637717121
4281,Renault KWID RXT,Pune,2017,4700,Petrol,Manual,First,25.0,799,53.0,5.0,3.0,7,2.330193356470005
4282,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,72469,Diesel,Automatic,First,12.0,2967,241.0,7.0,32.52,10,35.98262164846077
4283,Hyundai Verna 1.6 SX CRDI (O) AT,Pune,2014,57539,Diesel,Automatic,First,22.0,1582,126.0,5.0,7.75,10,28.5695134061569
4284,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,Diesel,Automatic,First,11.0,2755,171.0,7.0,19.6,8,20.833333333333332
4285,Hyundai i20 Sportz Option,Delhi,2010,62489,Petrol,Manual,First,17.0,1197,80.0,5.0,2.6,14,31.089054726368158
4286,Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,51167,Petrol,Manual,First,16.0,1198,73.0,5.0,3.76,11,25.418281172379533
4287,Volkswagen Vento Diesel Trendline,Chennai,2012,130000,Diesel,Manual,First,20.0,1598,103.0,5.0,4.75,12,64.61232604373757
4288,Honda City ZX GXi,Mumbai,2007,63000,Petrol,Manual,Second,17.0,1497,78.0,5.0,1.75,17,31.390134529147982
4289,Hyundai Verna Transform Xxi ABS,Bangalore,2011,60000,Petrol,Manual,First,16.0,1599,103.0,5.0,3.95,13,29.835902536051716
4290,Hyundai Accent GLE,Pune,2005,123200,Petrol,Manual,Second,13.0,1495,94.0,5.0,1.0,19,61.44638403990025
4291,Skoda Laura Ambiente 2.0 TDI CR AT,Jaipur,2011,115692,Diesel,Automatic,First,20.0,1968,138.0,5.0,4.5,13,57.529587270014915
4292,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,2011,87073,Petrol,Automatic,First,10.0,2497,204.0,5.0,17.23,13,43.29835902536052
4293,Hyundai i20 Sportz 1.2,Kochi,2015,40901,Petrol,Manual,First,18.0,1197,81.0,5.0,5.76,9,20.298263027295285
4294,Hyundai i10 Magna 1.2,Coimbatore,2013,36264,Petrol,Manual,First,20.0,1197,78.0,5.0,4.32,11,18.014903129657228
4295,Hyundai i10 Magna 1.1L,Delhi,2009,60000,Petrol,Manual,Second,19.0,1086,68.0,5.0,1.9,15,29.865604778496763
4296,Volkswagen Ameo 1.2 MPI Anniversary Edition,Pune,2018,20000,Petrol,Manual,First,17.0,1198,74.0,5.0,5.5,6,9.910802775024777
4297,Toyota Camry 2.5 G,Mumbai,2014,68400,Petrol,Automatic,First,12.0,2494,178.0,5.0,13.5,10,33.9622641509434
4298,Mahindra XUV500 W8 2WD,Bangalore,2013,71231,Diesel,Manual,Second,16.0,2179,140.0,7.0,9.75,11,35.38549428713363
4299,Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,2011,75000,Diesel,Automatic,First,17.0,1968,138.0,5.0,9.44,13,37.29487817006464
4300,Maruti Wagon R VXI AMT,Mumbai,2018,1997,Petrol,Automatic,First,22.0,998,67.0,5.0,4.45,6,0.9895936570862239
4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.0,1248,88.0,5.0,8.85,8,23.46230158730159
4302,Hyundai Santro Xing GL,Delhi,2012,61449,Petrol,Manual,First,0.0,1086,62.0,5.0,2.15,12,30.541252485089462
4303,Volkswagen Vento Diesel Comfortline,Kochi,2013,47910,Diesel,Manual,First,20.0,1598,103.0,5.0,4.89,11,23.800298062593143
4304,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,62000,Diesel,Manual,First,20.0,1498,88.0,5.0,6.25,9,30.76923076923077
4305,Maruti Swift ZDi,Chennai,2012,65060,Diesel,Manual,First,22.0,1248,74.0,5.0,4.8,12,32.335984095427435
4306,Hyundai i10 Era 1.1,Jaipur,2008,82203,Petrol,Manual,First,19.0,1086,68.0,5.0,1.8,16,40.93774900398407
4307,Mahindra XUV500 W8 2WD,Kolkata,2013,44000,Diesel,Manual,First,16.0,2179,140.0,7.0,7.25,11,21.85792349726776
4308,Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.0,1248,88.0,7.0,7.56,10,26.721449851042703
4309,Mahindra XUV500 W8 2WD,Kochi,2013,61591,Diesel,Manual,First,16.0,2179,140.0,7.0,6.82,11,30.596621957277694
4310,Tata Manza Aura Quadrajet BS IV,Jaipur,2011,86500,Diesel,Manual,Second,21.0,1248,88.0,5.0,1.8,13,43.01342615614122
4311,Mercedes-Benz E-Class 280 CDI,Pune,2009,100000,Diesel,Automatic,First,11.0,2987,198.0,5.0,11.5,15,49.77600796416127
4312,Maruti SX4 Zxi with Leather BSIII,Chennai,2010,87000,Petrol,Manual,First,15.0,1586,104.0,5.0,2.8,14,43.28358208955224
4313,Maruti Wagon R AMT VXI,Hyderabad,2016,35000,Petrol,Automatic,First,20.0,998,67.0,5.0,5.5,8,17.36111111111111
4314,Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.0,1198,67.0,5.0,2.7,8,2.9761904761904763
4315,Ford Figo Diesel ZXI,Jaipur,2014,59327,Diesel,Manual,First,20.0,1399,68.0,5.0,3.25,10,29.457298907646475
4316,Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,2014,81001,Diesel,Automatic,First,17.0,1968,138.0,5.0,10.9,10,40.21896722939424
4317,Hyundai i20 1.2 Magna,Kochi,2014,44612,Petrol,Manual,First,18.0,1197,80.0,5.0,4.07,10,22.150943396226417
4318,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,Diesel,Automatic,First,11.0,2755,171.0,7.0,18.0,8,21.025793650793652
4319,Honda Brio V MT,Mumbai,2012,54000,Petrol,Manual,First,19.0,1198,86.0,5.0,2.95,12,26.8389662027833
4320,Skoda Superb Elegance 2.0 TDI CR AT,Mumbai,2011,83010,Diesel,Automatic,First,17.0,1968,138.0,5.0,7.5,13,41.27797115862755
4321,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,65405,Diesel,Automatic,First,13.0,2143,204.0,5.0,32.73,8,32.44295634920635
4322,Toyota Fortuner 4x2 AT TRD Sportivo,Delhi,2015,36000,Diesel,Automatic,Second,12.0,2982,168.0,7.0,21.5,9,17.866004962779158
4323,Maruti SX4 ZXI MT BSIV,Pune,2008,85000,Petrol,Manual,First,16.0,1586,103.0,5.0,2.5,16,42.330677290836654
4324,Honda Jazz 1.5 V i DTEC,Ahmedabad,2016,35000,Diesel,Manual,First,27.0,1498,98.0,5.0,5.5,8,17.36111111111111
4325,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2012,54000,Petrol,Automatic,First,14.0,1794,138.0,5.0,7.5,12,26.8389662027833
4326,Honda City ZX VTEC,Mumbai,2007,70000,Petrol,Manual,First,16.0,1497,100.0,5.0,1.55,17,34.87792725460887
4327,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.0,1995,190.0,5.0,29.0,7,13.386712940009916
4328,Maruti Swift DDiS VDI,Coimbatore,2019,41075,Diesel,Manual,First,28.0,1248,74.0,5.0,8.4,5,20.34422981674096
4329,Mahindra KUV 100 mFALCON D75 K8,Hyderabad,2016,26000,Diesel,Manual,First,25.0,1198,77.0,6.0,6.5,8,12.896825396825397
4330,Honda Jazz Mode,Mumbai,2010,55000,Petrol,Manual,First,16.0,1198,90.0,5.0,2.35,14,27.36318407960199
4331,Maruti Swift ZXI,Mumbai,2016,19000,Petrol,Manual,First,20.0,1197,81.0,5.0,5.55,8,9.424603174603174
4332,Hyundai Grand i10 Asta Option AT,Mumbai,2016,15000,Petrol,Automatic,First,18.0,1197,82.0,5.0,5.35,8,7.440476190476191
4333,Honda Amaze SX i-VTEC,Chennai,2016,37000,Petrol,Manual,First,17.0,1198,86.0,5.0,5.25,8,18.353174603174605
4334,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,Petrol,Manual,First,18.0,1197,81.0,5.0,5.87,7,19.19286068418443
4335,Volkswagen Vento Diesel Comfortline,Kochi,2014,52400,Diesel,Manual,First,20.0,1598,103.0,5.0,5.36,10,26.017874875868916
4336,Maruti Ciaz 1.3 S,Bangalore,2016,23988,Diesel,Manual,First,28.0,1248,88.0,5.0,7.75,8,11.898809523809524
4337,Volkswagen Vento Petrol Highline AT,Kochi,2014,32283,Petrol,Automatic,Second,14.0,1598,103.0,5.0,5.41,10,16.029294935451837
4338,Hyundai i20 1.2 Magna,Bangalore,2010,52000,Petrol,Manual,First,18.0,1197,80.0,5.0,3.65,14,25.870646766169155
4339,Honda Brio VX AT,Pune,2016,32000,Petrol,Automatic,First,16.0,1198,86.0,5.0,5.25,8,15.873015873015873
4340,Honda City i VTEC VX,Kolkata,2014,39000,Petrol,Manual,First,17.0,1497,117.0,5.0,6.25,10,19.36444885799404
4341,Tata Nano XT,Coimbatore,2017,14149,Petrol,Manual,First,23.0,624,37.0,4.0,3.47,7,7.014873574615766
4342,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2006,103000,Petrol,Automatic,First,10.0,3498,364.0,5.0,8.85,18,51.34596211365902
4343,Maruti Wagon R LXI BSIII,Pune,2004,82000,Petrol,Manual,First,14.0,1061,64.0,5.0,0.85,20,40.91816367265469
4344,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,34000,Petrol,Automatic,First,13.0,1798,157.0,5.0,13.65,9,16.87344913151365
4345,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,45180,Diesel,Automatic,First,12.0,2967,241.0,7.0,50.22,8,22.410714285714285
4346,Maruti Swift ZXI Plus,Ahmedabad,2018,2000,Petrol,Manual,First,22.0,1197,81.0,5.0,7.75,6,0.9910802775024777
4347,Toyota Innova 2.5 G4 Diesel 7-seater,Coimbatore,2011,82321,Diesel,Manual,First,12.0,2494,102.0,7.0,10.05,13,40.93535554450522
4348,BMW 3 Series 320i Sedan,Kolkata,2011,7000,Petrol,Automatic,First,12.0,1995,154.0,5.0,9.75,13,3.4808552958727
4349,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,27000,Diesel,Automatic,First,17.0,2143,136.0,5.0,23.0,9,13.399503722084367
4350,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,Diesel,Manual,First,13.0,2393,147.0,8.0,21.42,5,15.488360574541852
4352,Maruti Swift VDI BSIV,Delhi,2014,24000,Diesel,Manual,First,25.0,1248,74.0,5.0,5.21,10,11.916583912611719
4353,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2009,147000,Diesel,Manual,First,12.0,2494,100.0,7.0,7.5,15,73.17073170731707
4355,Chevrolet Beat LT,Chennai,2010,115000,Petrol,Manual,First,18.0,1199,79.0,5.0,1.75,14,57.21393034825871
4356,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,82000,Diesel,Manual,Second,13.0,1399,68.0,5.0,1.0,14,40.79601990049751
4357,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2016,20000,Diesel,Automatic,First,19.0,2143,170.0,5.0,33.0,8,9.920634920634921
4358,Toyota Etios G,Kolkata,2011,45560,Petrol,Manual,First,17.0,1496,88.0,5.0,2.2,13,22.655395325708604
4359,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,2017,57539,Diesel,Manual,First,12.0,2494,102.0,7.0,12.83,7,28.52702032721864
4360,BMW 6 Series Gran Coupe,Kochi,2018,20004,Diesel,Automatic,First,17.0,2993,313.0,4.0,68.94,6,9.912784935579783
4361,Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,Diesel,Manual,First,21.0,1498,108.0,5.0,4.1,12,27.08747514910537
4362,Hyundai EON Magna,Jaipur,2016,27886,Petrol,Manual,First,22.0,814,55.0,5.0,2.85,8,13.83234126984127
4363,Honda CR-V 2.4L 4WD AT,Mumbai,2007,66000,Petrol,Automatic,First,11.0,2354,158.0,5.0,3.7,17,32.88490284005979
4364,Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,2013,72202,Diesel,Automatic,First,20.0,1968,138.0,5.0,9.06,11,35.86785891703924
4365,Skoda Laura RS,Delhi,2011,70000,Petrol,Manual,Second,13.0,1798,157.0,5.0,4.75,13,34.808552958727
4366,Honda City i DTec S,Jaipur,2015,78233,Diesel,Manual,First,26.0,1498,98.0,5.0,6.6,9,38.82531017369727
4367,Tata New Safari 4X4 EX,Chennai,2007,120203,Diesel,Manual,Second,13.0,2179,138.0,7.0,3.5,17,59.89187842551071
4368,Maruti Zen Estilo LXI BS IV,Pune,2011,20575,Petrol,Manual,First,19.0,998,67.0,5.0,2.0,13,10.231228244654401
4369,Honda Amaze S i-VTEC,Mumbai,2013,39879,Petrol,Manual,First,17.0,1198,86.0,5.0,3.89,11,19.810730253353203
4370,Renault KWID 1.0 RXL,Jaipur,2017,31056,Petrol,Manual,First,23.0,999,67.0,5.0,3.6,7,15.397124442240951
4371,Maruti Ciaz AT ZXi,Mumbai,2015,50940,Petrol,Automatic,First,19.0,1373,91.0,5.0,6.95,9,25.280397022332505
4372,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2016,99362,Diesel,Manual,First,22.0,1396,88.0,5.0,7.03,8,49.28670634920635
4373,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,Diesel,Manual,First,13.0,2393,147.0,7.0,16.5,8,26.785714285714285
4374,Maruti Ciaz ZDi Plus SHVS,Coimbatore,2016,54268,Diesel,Manual,First,28.0,1248,88.0,5.0,7.67,8,26.918650793650794
4375,Jaguar XF Diesel,Coimbatore,2012,94521,Diesel,Automatic,First,14.0,2993,270.0,5.0,23.19,12,46.9786282306163
4376,Hyundai Xcent 1.2 Kappa S,Kochi,2017,38932,Petrol,Manual,First,19.0,1197,82.0,5.0,6.21,7,19.30193356470005
4377,Porsche Cayenne Diesel,Coimbatore,2015,60395,Diesel,Automatic,First,16.0,2967,245.0,5.0,45.82,9,29.972704714640198
4378,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,29000,Diesel,Manual,First,24.0,1120,71.0,5.0,5.95,8,14.384920634920634
4379,Audi A4 2.0 TDI Multitronic,Delhi,2011,58000,Diesel,Automatic,First,16.0,1968,140.0,5.0,11.0,13,28.84137245151666
4380,Maruti Ciaz RS ZXi Plus,Coimbatore,2016,60913,Petrol,Manual,First,20.0,1373,91.0,5.0,7.19,8,30.214781746031747
4381,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2011,65000,Diesel,Manual,First,12.0,2494,102.0,8.0,6.4,13,32.322227747389356
4382,Mercedes-Benz New C-Class 220 CDI MT,Chennai,2015,26000,Diesel,Manual,First,15.0,2148,170.0,5.0,26.0,9,12.903225806451612
4383,Hyundai i10 Sportz,Hyderabad,2016,19947,Petrol,Manual,First,20.0,1197,78.0,5.0,4.5,8,9.894345238095237
4384,Hyundai i10 Sportz 1.2 AT,Chennai,2011,70816,Petrol,Automatic,First,16.0,1197,78.0,5.0,3.1,13,35.214321233217305
4385,Maruti Baleno Zeta 1.3,Delhi,2015,54000,Diesel,Manual,First,27.0,1248,74.0,5.0,5.95,9,26.799007444168733
4386,Maruti Zen Estilo 1.1 VXI BSIII,Delhi,2008,138000,Petrol,Manual,First,18.0,1061,64.0,5.0,1.2,16,68.72509960159363
4387,BMW 7 Series 730Ld,Chennai,2014,35000,Diesel,Automatic,First,16.0,2993,258.0,5.0,52.0,10,17.378351539225424
4388,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2015,50000,Diesel,Automatic,First,11.0,4134,335.0,7.0,48.0,9,24.81389578163772
4389,BMW X5 xDrive 30d,Hyderabad,2011,124652,Diesel,Automatic,First,11.0,2993,245.0,5.0,21.99,13,61.985082048731975
4390,Maruti Ritz LXI,Hyderabad,2013,80264,Petrol,Manual,First,21.0,1197,85.0,5.0,4.3,11,39.87282662692499
4391,Nissan Sunny 2011-2014 Diesel XL,Pune,2013,125600,Diesel,Manual,First,21.0,1461,84.0,5.0,3.75,11,62.39443616492797
4392,Toyota Corolla Altis 1.8 Limited Edition,Mumbai,2015,49000,Petrol,Manual,First,14.0,1798,138.0,5.0,8.95,9,24.317617866004962
4393,Toyota Etios VXD,Pune,2012,111000,Diesel,Manual,First,23.0,1364,67.0,5.0,4.75,12,55.16898608349901
4394,Toyota Corolla Altis GL MT,Coimbatore,2016,33690,Petrol,Manual,First,14.0,1798,138.0,5.0,14.6,8,16.711309523809526
4395,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,50000,Diesel,Automatic,First,17.0,1968,174.0,5.0,17.5,12,24.85089463220676
4396,Maruti Ertiga ZDI,Kolkata,2012,38092,Diesel,Manual,First,20.0,1248,88.0,7.0,5.2,12,18.932405566600398
4397,Hyundai Grand i10 Sportz,Coimbatore,2017,47774,Petrol,Manual,First,18.0,1197,82.0,5.0,6.04,7,23.685671789786813
4398,Tata Indigo CS LX (TDI) BS III,Chennai,2009,167000,Diesel,Manual,Second,19.0,1396,69.0,5.0,2.7,15,83.12593330014933
4399,Maruti Swift Dzire AMT ZDI,Chennai,2019,65000,Diesel,Automatic,First,26.0,1248,74.0,5.0,6.75,5,32.19415552253591
